volume,path,offset,size,date,kind,head4
TO7NPC,/GUY_EX.PKD,64194560,79476,2005-10-12 20:30:37 +36,FPS3,46505333
TO7NPC,/HUM000.NPC,64274432,132912,2005-10-21 11:25:09 +36,FPS3,46505333
TO7NPC,/HUM001.NPC,64407552,141548,2005-10-21 11:25:09 +36,FPS3,46505333
TO7NPC,/HUM002.NPC,64550912,84960,2005-10-20 12:12:11 +36,FPS3,46505333
TO7NPC,/HUM003.NPC,64636928,126640,2005-11-01 17:03:41 +36,FPS3,46505333
TO7NPC,/HUM010.NPC,64763904,143400,2005-10-12 20:44:00 +36,FPS3,46505333
TO7NPC,/HUM011.NPC,64909312,142792,2005-10-21 11:25:09 +36,FPS3,46505333
TO7NPC,/HUM012.NPC,65052672,148216,2005-10-12 20:44:00 +36,FPS3,46505333
TO7NPC,/HUM013.NPC,65202176,138348,2005-11-01 17:03:41 +36,FPS3,46505333
TO7NPC,/HUM020.NPC,65341440,164016,2005-10-12 20:44:00 +36,FPS3,46505333
TO7NPC,/HUM021.NPC,65507328,165072,2005-10-21 11:25:09 +36,FPS3,46505333
TO7NPC,/HUM022.NPC,65673216,161472,2005-10-12 20:44:01 +36,FPS3,46505333
TO7NPC,/HUM023.NPC,65835008,132464,2005-11-01 17:03:41 +36,FPS3,46505333
TO7NPC,/HUM030.NPC,65968128,163052,2005-10-12 20:44:01 +36,FPS3,46505333
TO7NPC,/HUM031.NPC,66131968,176412,2005-10-12 20:44:01 +36,FPS3,46505333
TO7NPC,/HUM032.NPC,66310144,171612,2005-10-12 20:44:02 +36,FPS3,46505333
TO7NPC,/HUM033.NPC,66482176,159852,2005-09-22 00:03:31 +36,FPS3,46505333
TO7NPC,/HUM040.NPC,66643968,314768,2005-10-12 20:44:02 +36,FPS3,46505333
TO7NPC,/HUM041.NPC,66959360,257256,2005-10-12 20:44:02 +36,FPS3,46505333
TO7NPC,/HUM042.NPC,67217408,295584,2005-10-12 20:44:02 +36,FPS3,46505333
TO7NPC,/HUM043.NPC,67514368,235520,2005-10-12 20:44:02 +36,FPS3,46505333
TO7NPC,/HUM044.NPC,67749888,307652,2005-10-12 20:44:03 +36,FPS3,46505333
TO7NPC,/HUM050.NPC,68059136,125076,2005-10-12 20:44:03 +36,FPS3,46505333
TO7NPC,/HUM051.NPC,68186112,117580,2005-10-12 20:44:03 +36,FPS3,46505333
TO7NPC,/HUM052.NPC,68304896,56752,2005-10-12 20:44:03 +36,FPS3,46505333
TO7NPC,/HUM053.NPC,68362240,125716,2005-09-22 10:20:05 +36,FPS3,46505333
TO7NPC,/HUM060.NPC,68489216,178208,2005-10-12 20:44:04 +36,FPS3,46505333
TO7NPC,/HUM061.NPC,68669440,176500,2005-10-12 20:44:04 +36,FPS3,46505333
TO7NPC,/HUM062.NPC,68847616,149644,2005-10-12 20:44:04 +36,FPS3,46505333
TO7NPC,/HUM063.NPC,68999168,150608,2005-10-12 20:44:04 +36,FPS3,46505333
TO7NPC,/HUM064.NPC,69150720,158608,2005-10-12 20:44:04 +36,FPS3,46505333
TO7NPC,/HUM070.NPC,69310464,116668,2005-10-12 20:44:05 +36,FPS3,46505333
TO7NPC,/HUM071.NPC,69427200,101440,2005-10-21 11:25:10 +36,FPS3,46505333
TO7NPC,/HUM072.NPC,69529600,119708,2005-10-21 11:25:10 +36,FPS3,46505333
TO7NPC,/HUM073.NPC,69650432,119828,2005-10-20 11:37:52 +36,FPS3,46505333
TO7NPC,/HUM074.NPC,69771264,143844,2005-10-21 11:25:10 +36,FPS3,46505333
TO7NPC,/HUM080.NPC,69916672,114876,2005-10-12 20:31:07 +36,FPS3,46505333
TO7NPC,/HUM080B.NPC,70033408,113976,2005-10-05 12:07:52 +36,FPS3,46505333
TO7NPC,/HUM081.NPC,70148096,112300,2005-10-12 20:31:07 +36,FPS3,46505333
TO7NPC,/HUM081_WEA00_R.KKD,70260736,8928,2005-10-05 12:07:52 +36,FPS3,46505333
TO7NPC,/HUM081_WEA01_R.KKD,70270976,7968,2005-10-05 12:07:52 +36,FPS3,46505333
TO7NPC,/HUM082.NPC,70279168,114880,2005-10-12 20:31:19 +36,FPS3,46505333
TO7NPC,/HUM083.NPC,70395904,134876,2005-10-12 20:31:19 +36,FPS3,46505333
TO7NPC,/HUM084.NPC,70531072,133436,2005-10-12 20:31:20 +36,FPS3,46505333
TO7NPC,/HUM085.NPC,70666240,113692,2005-10-12 20:31:20 +36,FPS3,46505333
TO7NPC,/HUM086.NPC,70780928,111508,2005-10-12 20:31:20 +36,FPS3,46505333
TO7NPC,/HUM087.NPC,70893568,114096,2005-10-12 20:31:07 +36,FPS3,46505333
TO7NPC,/HUM090.NPC,71008256,124104,2005-10-12 20:31:57 +36,FPS3,46505333
TO7NPC,/HUM090_WEA00_L.KKD,71133184,11080,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM090_WEA00_R.KKD,71145472,7284,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM091.NPC,71153664,115112,2005-10-12 20:31:58 +36,FPS3,46505333
TO7NPC,/HUM091_WEA00_L.KKD,71270400,12680,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM091_WEA00_R.KKD,71284736,7540,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM092.NPC,71292928,124772,2005-10-12 20:31:20 +36,FPS3,46505333
TO7NPC,/HUM093.NPC,71417856,120532,2005-10-12 20:31:20 +36,FPS3,46505333
TO7NPC,/HUM094.NPC,71538688,120400,2005-10-12 20:31:20 +36,FPS3,46505333
TO7NPC,/HUM095.NPC,71659520,119828,2005-10-12 20:31:21 +36,FPS3,46505333
TO7NPC,/HUM100.NPC,71780352,118752,2005-10-12 20:31:58 +36,FPS3,46505333
TO7NPC,/HUM100_WEA00_R.KKD,71899136,8132,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM110.NPC,71907328,144456,2005-10-12 20:31:11 +36,FPS3,46505333
TO7NPC,/HUM110BT.NPC,72052736,168488,2005-10-12 20:44:06 +36,FPS3,46505333
TO7NPC,/HUM110_WEA00_R.KKD,72222720,8504,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM110_WEA01_R.KKD,72232960,10556,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM111.NPC,72245248,147140,2005-10-12 20:31:12 +36,FPS3,46505333
TO7NPC,/HUM111BT.NPC,72392704,167288,2005-09-04 20:54:44 +36,FPS3,46505333
TO7NPC,/HUM120.NPC,72560640,158952,2005-10-12 20:31:12 +36,FPS3,46505333
TO7NPC,/HUM120BT.NPC,72720384,173892,2005-11-07 21:17:57 +36,FPS3,46505333
TO7NPC,/HUM120_WEA00_L.KKD,72894464,10244,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM120_WEA01_L.KKD,72906752,10292,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM121.NPC,72919040,161736,2005-10-12 20:31:12 +36,FPS3,46505333
TO7NPC,/HUM121BT.NPC,73080832,163648,2005-09-10 23:22:05 +36,FPS3,46505333
TO7NPC,/HUM130.NPC,73244672,117872,2005-10-12 20:31:13 +36,FPS3,46505333
TO7NPC,/HUM130_WEA00_R.KKD,73363456,9212,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM131.NPC,73373696,120160,2005-10-12 20:31:13 +36,FPS3,46505333
TO7NPC,/HUM131_WEA00_R.KKD,73494528,7852,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM140.NPC,73502720,162616,2005-10-12 20:31:08 +36,FPS3,46505333
TO7NPC,/HUM150.NPC,73666560,114376,2005-10-12 20:31:13 +36,FPS3,46505333
TO7NPC,/HUM150_WEA00_R.KKD,73781248,14048,2005-10-05 12:07:53 +36,FPS3,46505333
TO7NPC,/HUM151.NPC,73795584,114376,2005-10-12 20:31:13 +36,FPS3,46505333
TO7NPC,/HUM160.NPC,73910272,143044,2005-10-12 20:31:13 +36,FPS3,46505333
TO7NPC,/HUM161.NPC,74053632,143044,2005-10-12 20:31:14 +36,FPS3,46505333
TO7NPC,/HUM162.NPC,74196992,166152,2005-10-05 12:07:54 +36,FPS3,46505333
TO7NPC,/HUM163.NPC,74364928,164424,2005-10-05 12:07:54 +36,FPS3,46505333
TO7NPC,/HUM170.NPC,74530816,130584,2005-10-12 20:44:06 +36,FPS3,46505333
TO7NPC,/HUM171.NPC,74661888,162616,2005-10-12 20:44:06 +36,FPS3,46505333
TO7NPC,/HUM172.NPC,74825728,135172,2005-10-12 20:44:06 +36,FPS3,46505333
TO7NPC,/HUM180.NPC,74962944,145756,2005-10-12 20:44:06 +36,FPS3,46505333
TO7NPC,/HUM182.NPC,75110400,150240,2005-10-12 20:44:07 +36,FPS3,46505333
TO7NPC,/HUM190.NPC,75261952,162788,2005-09-01 12:54:45 +36,FPS3,46505333
TO7NPC,/JAD00.NPC,75425792,216920,2005-10-21 15:53:19 +36,FPS3,46505333
TO7NPC,/JAD00_H.NPC,75642880,264112,2005-10-21 15:53:19 +36,FPS3,46505333
TO7NPC,/JAD02.NPC,75907072,218376,2005-10-21 15:53:19 +36,FPS3,46505333
TO7NPC,/JAD02_H.NPC,76126208,262896,2005-10-21 15:53:19 +36,FPS3,46505333
TO7NPC,/JAD03.NPC,76390400,204256,2005-10-21 15:53:19 +36,FPS3,46505333
TO7NPC,/JAD03_H.NPC,76595200,248952,2005-10-21 15:53:19 +36,FPS3,46505333
TO7NPC,/JAD04.NPC,76845056,221540,2005-10-21 15:53:20 +36,FPS3,46505333
TO7NPC,/JAD04_H.NPC,77068288,265916,2005-10-21 15:53:20 +36,FPS3,46505333
TO7NPC,/JAD08.NPC,77334528,188108,2005-10-21 15:53:20 +36,FPS3,46505333
TO7NPC,/JAD08_H.NPC,77522944,221296,2005-10-21 15:53:20 +36,FPS3,46505333
TO7NPC,/JAD09.NPC,77746176,210068,2005-10-21 15:53:20 +36,FPS3,46505333
TO7NPC,/JAD09_H.NPC,77957120,257308,2005-10-21 15:53:20 +36,FPS3,46505333
TO7NPC,/JAD_EX.PKD,78215168,89392,2005-10-24 10:23:15 +36,FPS3,46505333
TO7NPC,/LUK00.NPC,78305280,230704,2005-10-19 15:24:21 +36,FPS3,46505333
TO7NPC,/LUK00_APP00_L.KKD,78536704,4888,2005-10-05 12:07:55 +36,FPS3,46505333
TO7NPC,/LUK00_H.NPC,78542848,282988,2005-10-19 15:24:22 +36,FPS3,46505333
TO7NPC,/LUK00_SAIHU00_R.KKD,78827520,8052,2005-10-05 12:07:55 +36,FPS3,46505333
TO7NPC,/LUK01.NPC,78835712,234784,2005-10-19 15:24:22 +36,FPS3,46505333
TO7NPC,/LUK01_H.NPC,79071232,287068,2005-10-19 15:24:22 +36,FPS3,46505333
TO7NPC,/LUK02.NPC,79360000,223868,2005-10-19 15:24:22 +36,FPS3,46505333
TO7NPC,/LUK02_H.NPC,79585280,273524,2005-10-19 15:24:22 +36,FPS3,46505333
TO7NPC,/LUK03.NPC,79859712,202908,2005-10-19 15:24:22 +36,FPS3,46505333
TO7NPC,/LUK03_H.NPC,80064512,252628,2005-10-19 15:24:23 +36,FPS3,46505333
TO7NPC,/LUK04.NPC,80318464,195488,2005-10-19 15:24:23 +36,FPS3,46505333
TO7NPC,/LUK04_H.NPC,80515072,249388,2005-10-19 15:24:23 +36,FPS3,46505333
TO7NPC,/LUK05.NPC,80764928,203096,2005-10-05 12:07:56 +36,FPS3,46505333
TO7NPC,/LUK05_H.NPC,80969728,261348,2005-10-05 12:07:56 +36,FPS3,46505333
TO7NPC,/LUK06.NPC,81231872,189080,2005-10-19 15:24:23 +36,FPS3,46505333
TO7NPC,/LUK06_H.NPC,81422336,238168,2005-10-19 15:24:23 +36,FPS3,46505333
TO7NPC,/LUK07.NPC,81661952,205704,2005-10-19 15:24:23 +36,FPS3,46505333
TO7NPC,/LUK07_H.NPC,81868800,255128,2005-10-19 15:24:23 +36,FPS3,46505333
TO7NPC,/LUK08.NPC,82124800,173600,2005-10-19 15:24:23 +36,FPS3,46505333
TO7NPC,/LUK08_H.NPC,82298880,217240,2005-10-19 15:24:23 +36,FPS3,46505333
TO7NPC,/LUK09.NPC,82518016,208904,2005-10-19 15:24:24 +36,FPS3,46505333
TO7NPC,/LUK09_H.NPC,82728960,250684,2005-10-19 15:24:24 +36,FPS3,46505333
TO7NPC,/LUK10.NPC,82980864,209080,2005-10-19 15:24:24 +36,FPS3,46505333
TO7NPC,/LUK10_H.NPC,83191808,258468,2005-10-19 15:24:24 +36,FPS3,46505333
TO7NPC,/LUK_EX.PKD,83451904,90492,2005-10-19 15:24:24 +36,FPS3,46505333
TO7NPC,/MAC00.NPC,83544064,129248,2005-10-19 12:15:11 +36,FPS3,46505333
TO7NPC,/MAR00.NPC,83675136,163168,2005-10-13 12:11:36 +36,FPS3,46505333
TO7NPC,/MC_B011.ANM,83838976,9744,2005-10-05 12:07:57 +36,?,1b000000
TO7NPC,/MDL_MIN_T02_DOOR.NPC,83849216,5784,2005-10-05 12:07:57 +36,FPS3,46505333
TO7NPC,/MDL_MYU_TURARA.NPC,83855360,29356,2005-10-05 12:07:57 +36,FPS3,46505333
TO7NPC,/MDL_TRB_W00.NPC,83886080,19156,2005-10-05 12:07:57 +36,FPS3,46505333
TO7NPC,/MEI00.NPC,83906560,129240,2005-10-12 20:31:21 +36,FPS3,46505333
TO7NPC,/MEI01.NPC,84037632,129976,2005-10-12 20:31:21 +36,FPS3,46505333
TO7NPC,/MEI02.NPC,84168704,124456,2005-10-12 20:31:21 +36,FPS3,46505333
TO7NPC,/MEI03.NPC,84293632,132776,2005-10-12 20:31:22 +36,FPS3,46505333
TO7NPC,/MEI04.NPC,84426752,127564,2005-10-12 20:31:22 +36,FPS3,46505333
TO7NPC,/MEI05.NPC,84555776,125276,2005-10-12 20:31:22 +36,FPS3,46505333
TO7NPC,/MEI06.NPC,84682752,116108,2005-10-12 20:31:22 +36,FPS3,46505333
TO7NPC,/MEI07.NPC,84799488,99508,2005-10-12 20:31:22 +36,FPS3,46505333
TO7NPC,/MEI08.NPC,84899840,99508,2005-10-12 20:31:22 +36,FPS3,46505333
TO7NPC,/MEI09.NPC,85000192,99508,2005-10-12 20:31:23 +36,FPS3,46505333
TO7NPC,/MEI10.NPC,85100544,128508,2005-10-12 20:31:23 +36,FPS3,46505333
TO7NPC,/MEI11.NPC,85229568,114744,2005-10-12 20:31:23 +36,FPS3,46505333
TO7NPC,/MEI11_WEA00_R.KKD,85346304,4400,2005-10-05 12:07:57 +36,FPS3,46505333
TO7NPC,/MEI12.NPC,85352448,118776,2005-10-12 20:31:23 +36,FPS3,46505333
TO7NPC,/MEI13.NPC,85471232,130876,2005-10-12 20:31:23 +36,FPS3,46505333
TO7NPC,/MEI14.NPC,85602304,114312,2005-10-12 20:31:24 +36,FPS3,46505333
TO7NPC,/MEI15.NPC,85716992,117560,2005-10-12 20:31:24 +36,FPS3,46505333
TO7NPC,/MEI16.NPC,85835776,100516,2005-10-05 12:07:58 +36,FPS3,46505333
TO7NPC,/MEI20.NPC,85938176,125600,2005-10-12 20:31:24 +36,FPS3,46505333
TO7NPC,/MEI27.NPC,86065152,126960,2005-10-12 20:31:25 +36,FPS3,46505333
TO7NPC,/MEI28.NPC,86192128,127960,2005-10-12 20:31:25 +36,FPS3,46505333
TO7NPC,/MEI29.NPC,86321152,129176,2005-10-12 20:31:25 +36,FPS3,46505333
TO7NPC,/MEI30.NPC,86452224,140392,2005-10-12 20:31:25 +36,FPS3,46505333
TO7NPC,/MEI31.NPC,86593536,138296,2005-10-12 20:31:26 +36,FPS3,46505333
TO7NPC,/MEI40.NPC,86732800,122276,2005-10-12 20:31:26 +36,FPS3,46505333
TO7NPC,/MEI41.NPC,86855680,128744,2005-10-12 20:31:26 +36,FPS3,46505333
TO7NPC,/MEI42.NPC,86984704,130504,2005-10-12 20:31:26 +36,FPS3,46505333
TO7NPC,/MEI43.NPC,87115776,125240,2005-10-12 20:31:26 +36,FPS3,46505333
TO7NPC,/MEI50.NPC,87242752,108708,2005-10-13 12:11:37 +36,FPS3,46505333
TO7NPC,/MEI51.NPC,87353344,116616,2005-10-12 20:31:27 +36,FPS3,46505333
TO7NPC,/MEI52.NPC,87470080,119664,2005-10-12 20:31:27 +36,FPS3,46505333
TO7NPC,/MEI53.NPC,87590912,128444,2005-10-12 20:31:27 +36,FPS3,46505333
TO7NPC,/MEI54.NPC,87719936,127572,2005-10-12 20:31:27 +36,FPS3,46505333
TO7NPC,/MEI55.NPC,87848960,133280,2005-10-12 20:31:27 +36,FPS3,46505333
TO7NPC,/MEI60.NPC,87984128,121352,2005-10-12 20:31:28 +36,FPS3,46505333
TO7NPC,/MEI70.NPC,88107008,113416,2005-10-12 20:31:28 +36,FPS3,46505333
TO7NPC,/MEI80.NPC,88221696,120708,2005-10-12 20:31:28 +36,FPS3,46505333
TO7NPC,/MEI90.NPC,88342528,125132,2005-10-27 17:11:23 +36,FPS3,46505333
TO7NPC,/MEI91.NPC,88469504,121680,2005-10-26 21:48:25 +36,FPS3,46505333
TO7NPC,/MEI92.NPC,88592384,150836,2005-10-26 21:48:31 +36,FPS3,46505333
TO7NPC,/MEI94.NPC,88743936,120492,2005-10-12 20:31:28 +36,FPS3,46505333
TO7NPC,/MEI95.NPC,88864768,119224,2005-10-26 21:48:43 +36,FPS3,46505333
TO7NPC,/MEI96.NPC,88985600,115812,2005-10-27 17:11:23 +36,FPS3,46505333
TO7NPC,/MEI97.NPC,89102336,134424,2005-10-26 21:48:55 +36,FPS3,46505333
TO7NPC,/MEI98.NPC,89237504,168116,2005-10-26 21:49:01 +36,FPS3,46505333
TO7NPC,/MEI99.NPC,89407488,192372,2005-10-26 21:49:07 +36,FPS3,46505333
TO7NPC,/MEP00.NPC,89600000,112840,2005-10-12 20:31:28 +36,FPS3,46505333
TO7NPC,/MEP01.NPC,89714688,114456,2005-10-12 20:31:29 +36,FPS3,46505333
TO7NPC,/MEP02.NPC,89829376,113816,2005-10-12 20:31:29 +36,FPS3,46505333
TO7NPC,/MEP03.NPC,89944064,121976,2005-10-12 20:31:29 +36,FPS3,46505333
TO7NPC,/MEP04.NPC,90066944,120824,2005-10-12 20:31:29 +36,FPS3,46505333
TO7NPC,/MEP05.NPC,90187776,120776,2005-10-12 20:31:29 +36,FPS3,46505333
TO7NPC,/MEP06.NPC,90308608,110488,2005-10-12 20:31:30 +36,FPS3,46505333
TO7NPC,/MEP07.NPC,90419200,111240,2005-10-12 20:31:30 +36,FPS3,46505333
TO7NPC,/MEP08.NPC,90531840,111096,2005-10-12 20:31:30 +36,FPS3,46505333
TO7NPC,/MEP09.NPC,90644480,113912,2005-10-12 20:31:30 +36,FPS3,46505333
TO7NPC,/MEP10.NPC,90759168,116024,2005-10-12 20:31:30 +36,FPS3,46505333
TO7NPC,/MEP11.NPC,90875904,115976,2005-10-12 20:31:31 +36,FPS3,46505333
TO7NPC,/MEP20.NPC,90992640,115956,2005-10-12 20:31:31 +36,FPS3,46505333
TO7NPC,/MIN00.NPC,91109376,115772,2005-10-12 20:31:31 +36,FPS3,46505333
TO7NPC,/MIN01.NPC,91226112,119708,2005-10-12 20:31:31 +36,FPS3,46505333
TO7NPC,/MIN02.NPC,91346944,117884,2005-10-12 20:31:31 +36,FPS3,46505333
TO7NPC,/MIN03.NPC,91465728,121580,2005-10-12 20:31:32 +36,FPS3,46505333
TO7NPC,/MIN04.NPC,91588608,112140,2005-10-12 20:31:32 +36,FPS3,46505333
TO7NPC,/MIN05.NPC,91701248,117996,2005-10-12 20:31:32 +36,FPS3,46505333
TO7NPC,/MIN06.NPC,91820032,121020,2005-10-12 20:31:32 +36,FPS3,46505333
TO7NPC,/MIN07.NPC,91942912,118396,2005-10-12 20:31:32 +36,FPS3,46505333
TO7NPC,/MIN08.NPC,92061696,119756,2005-10-12 20:31:32 +36,FPS3,46505333
TO7NPC,/MIN09.NPC,92182528,117948,2005-10-12 20:31:33 +36,FPS3,46505333
TO7NPC,/MIN10.NPC,92301312,121228,2005-10-12 20:31:33 +36,FPS3,46505333
TO7NPC,/MIN20.NPC,92424192,119396,2005-10-12 20:31:33 +36,FPS3,46505333
TO7NPC,/MIN21.NPC,92545024,122196,2005-10-12 20:31:33 +36,FPS3,46505333
TO7NPC,/MIN21_WEA00_R.KKD,92667904,4240,2005-10-05 12:08:00 +36,FPS3,46505333
TO7NPC,/MIN22.NPC,92674048,109796,2005-10-12 20:31:33 +36,FPS3,46505333
TO7NPC,/MIN23.NPC,92784640,121860,2005-10-12 20:31:34 +36,FPS3,46505333
TO7NPC,/MIN24.NPC,92907520,121700,2005-10-12 20:31:34 +36,FPS3,46505333
TO7NPC,/MIN25.NPC,93030400,115716,2005-10-12 20:31:34 +36,FPS3,46505333
TO7NPC,/MIN26.NPC,93147136,116308,2005-10-12 20:31:34 +36,FPS3,46505333
TO7NPC,/MIN27.NPC,93263872,118036,2005-10-12 20:31:34 +36,FPS3,46505333
TO7NPC,/MIN28.NPC,93382656,112612,2005-10-12 20:31:35 +36,FPS3,46505333
TO7NPC,/MIN29.NPC,93495296,112612,2005-10-12 20:31:35 +36,FPS3,46505333
TO7NPC,/MIN30.NPC,93607936,127180,2005-10-13 12:11:37 +36,FPS3,46505333
TO7NPC,/MIN40.NPC,93736960,153040,2005-10-12 20:43:20 +36,FPS3,46505333
TO7NPC,/MIN50.NPC,93890560,119980,2005-10-12 20:31:35 +36,FPS3,46505333
TO7NPC,/MOE00.NPC,94011392,144140,2005-10-13 12:11:37 +36,FPS3,46505333
TO7NPC,/MOE00_WEA00_B.KKD,94156800,7204,2005-10-05 12:08:01 +36,FPS3,46505333
TO7NPC,/MOR00.NPC,94164992,151416,2005-10-12 20:43:21 +36,FPS3,46505333
TO7NPC,/MOTION.PKF,94316544,19468288,2005-11-02 14:48:19 +36,FPS3,46505333
TO7NPC,/MYU00.NPC,113784832,125600,2005-10-12 20:43:21 +36,FPS3,46505333
TO7NPC,/NAM00.NPC,113911808,116988,2005-10-12 20:31:35 +36,FPS3,46505333
TO7NPC,/NAM10.NPC,114030592,118624,2005-10-12 20:31:35 +36,FPS3,46505333
TO7NPC,/NAM11.NPC,114149376,120480,2005-10-05 12:08:01 +36,FPS3,46505333
TO7NPC,/NAM20.NPC,114270208,118184,2005-10-12 20:31:36 +36,FPS3,46505333
TO7NPC,/NAM21.NPC,114388992,117992,2005-10-12 20:31:36 +36,FPS3,46505333
TO7NPC,/NAM30.NPC,114507776,122972,2005-10-12 20:31:36 +36,FPS3,46505333
TO7NPC,/NAM31.NPC,114632704,123080,2005-10-12 20:31:36 +36,FPS3,46505333
TO7NPC,/NAM40.NPC,114757632,119248,2005-10-12 20:31:37 +36,FPS3,46505333
TO7NPC,/NAM41.NPC,114878464,121168,2005-10-12 20:31:37 +36,FPS3,46505333
TO7NPC,/NAM50.NPC,115001344,113668,2005-10-12 20:31:37 +36,FPS3,46505333
TO7NPC,/NAM51.NPC,115116032,117108,2005-10-12 20:31:37 +36,FPS3,46505333
TO7NPC,/NAT00.NPC,115234816,265296,2005-10-21 15:53:08 +36,FPS3,46505333
TO7NPC,/NAT00_H.NPC,115501056,314972,2005-10-21 15:53:08 +36,FPS3,46505333
TO7NPC,/NAT01.NPC,115816448,252608,2005-10-05 12:08:02 +36,FPS3,46505333
TO7NPC,/NAT01_H.NPC,116070400,307008,2005-10-05 12:08:02 +36,FPS3,46505333
TO7NPC,/NAT02.NPC,116377600,252528,2005-10-21 15:53:08 +36,FPS3,46505333
TO7NPC,/NAT02_H.NPC,116631552,302376,2005-10-21 15:53:09 +36,FPS3,46505333
TO7NPC,/NAT03.NPC,116934656,261920,2005-10-21 15:53:09 +36,FPS3,46505333
TO7NPC,/NAT03_H.NPC,117196800,311996,2005-10-21 15:53:09 +36,FPS3,46505333
TO7NPC,/NAT04.NPC,117510144,272936,2005-10-21 15:53:09 +36,FPS3,46505333
TO7NPC,/NAT04_H.NPC,117784576,322420,2005-10-21 15:53:09 +36,FPS3,46505333
TO7NPC,/NAT05.NPC,118108160,265240,2005-10-21 15:53:09 +36,FPS3,46505333
TO7NPC,/NAT05_H.NPC,118374400,315372,2005-10-21 15:53:09 +36,FPS3,46505333
TO7NPC,/NAT08.NPC,118689792,218192,2005-10-21 15:53:10 +36,FPS3,46505333
TO7NPC,/NAT08_H.NPC,118908928,251668,2005-10-21 15:53:10 +36,FPS3,46505333
TO7NPC,/NAT09.NPC,119160832,266184,2005-10-21 15:53:10 +36,FPS3,46505333
TO7NPC,/NAT09_H.NPC,119427072,317244,2005-10-21 15:53:10 +36,FPS3,46505333
TO7NPC,/NAT_EX.PKD,119744512,76732,2005-10-24 10:23:25 +36,FPS3,46505333
TO7NPC,/NEB00.NPC,119822336,174976,2005-10-13 12:11:39 +36,FPS3,46505333
TO7NPC,/NEK00.NPC,119998464,116276,2005-10-12 20:43:21 +36,FPS3,46505333
TO7NPC,/NEK01.NPC,120115200,107780,2005-10-12 20:43:22 +36,FPS3,46505333
TO7NPC,/NEK02.NPC,120223744,114212,2005-10-12 20:43:22 +36,FPS3,46505333
TO7NPC,/NOL00.NPC,120338432,134424,2005-10-13 12:11:39 +36,FPS3,46505333
TO7NPC,/NOL00_WEA00_B.KKD,120473600,6996,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_ANI_CUP00.NPC,120481792,12516,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_ANS_LETTER00.NPC,120496128,20104,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_ANS_LETTER01.NPC,120516608,8536,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_APPLE.NPC,120526848,5188,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_AUBE.NPC,120532992,62608,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_BAGGAGE.NPC,120596480,81516,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_BAINDER00.NPC,120678400,8636,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_BAINDER2.NPC,120688640,11460,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_BAKETU00.NPC,120700928,17644,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_BOOK01.NPC,120719360,90104,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_COOK.NPC,120809472,6328,2005-10-04 10:31:41 +36,FPS3,46505333
TO7NPC,/OBJ_COOK01.NPC,120817664,12000,2005-10-04 11:02:18 +36,FPS3,46505333
TO7NPC,/OBJ_FLAMETHROWER.NPC,120829952,73704,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_FLIGHTSTONE.NPC,120903680,120764,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_FLOATER.NPC,121024512,19712,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_FUSEKI01.NPC,121044992,10668,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_FUSEKI02.NPC,121057280,18696,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_GANGWAY.NPC,121077760,26068,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_GLASS01.NPC,121104384,20944,2005-09-30 14:28:00 +36,FPS3,46505333
TO7NPC,/OBJ_GUY_WEP00.NPC,121126912,13944,2005-10-05 12:08:03 +36,FPS3,46505333
TO7NPC,/OBJ_KAYAKUBAKO_BAKUHA.NPC,121141248,30460,2005-09-09 17:43:47 +36,FPS3,46505333
